id,value
id_149,15.196371827294946
id_150,29.672241038682575
id_151,19.870505347754083
id_152,18.027561638840947
id_153,10.54770221254125
id_154,20.238716249101202
id_155,24.6076331824793
id_156,17.291288947089743
id_157,26.149160939029926
id_158,10.497473094350049
id_159,18.32425985224511
id_160,44.882094283863125
id_161,14.688909492664122
id_162,59.98473355296651
id_163,12.406265389097713
id_164,23.409389160868933
id_165,22.120574097133673
id_166,22.06410097270066
id_167,12.174123948706926
id_168,83.34322746838643
id_169,18.08216707462157
id_170,13.629732211320178
id_171,76.5947868364194
id_172,20.0246030443763
id_173,9.82915773514026
id_174,36.70267528949333
id_175,12.707770269326215
id_176,13.092916729425955
id_177,29.33051022771561
id_178,21.69150874813759
id_179,21.904829546075923
id_180,32.949813168465504
id_181,33.48659721250567
id_182,36.70561812164343
id_183,14.257370646853929
id_184,10.020797818993389
id_185,32.76706760187223
id_186,28.91566525762313
id_187,26.89261195891962
id_188,13.845967666288377
id_189,20.259183148921085
id_190,13.083519368387305
id_191,11.990007838073657
id_192,20.661499372041668
id_193,97.42687650907506
id_194,36.09312438632101
id_195,14.176782364448169
id_196,75.9148017857846
id_197,12.018944516015063
id_198,15.018310646223606
id_199,22.175753005245113
id_200,177.43383616674745
id_201,21.963953803227827
id_202,55.654239950973945
id_203,12.23077369217578
id_204,58.27377666980776
id_205,22.926356064853433
id_206,9.605715915567856
id_207,20.422821400990244
id_208,60.4581356334432
id_209,24.234206127199446
id_210,40.20818025886719
id_211,78.29356048102414
id_212,18.13967354414787
id_213,213.99383591080843
id_214,32.98860409259071
id_215,89.41887608455721
id_216,101.11660426485206
id_217,75.72841964961417
id_218,37.22226624316988
id_219,28.049447874945617
id_220,24.798940323238345
id_221,65.84136739558934
id_222,14.58287434994137
id_223,28.768801034012636
id_224,37.83561840883618
id_225,9.725802828845321
id_226,10.061470392435913
id_227,87.10646812332443
id_228,19.76322389650702
id_229,9.70365286869523
id_230,30.714291508593956
id_231,9.266049832332811
id_232,15.454626689798218
id_233,10.696162666973427
id_234,14.840289321311865
id_235,17.516330278156662
id_236,11.91753041921627
id_237,11.97624353087046
id_238,17.597335057546296
id_239,20.94784449110026
