id,value
id_191,11.990008308723576
id_192,20.66149849572723
id_193,97.42688614982042
id_194,36.09311806864467
id_195,14.176781491692756
id_196,75.91479609964655
id_197,12.018946563293037
id_198,15.018309801266252
id_199,22.175752656559997
id_200,177.43389863940538
id_201,21.963955809021343
id_202,55.65424973050723
id_203,12.230770945185842
id_204,58.273780038098906
id_205,22.92636033217989
id_206,9.605717862567037
id_207,20.42282140012197
id_208,60.458142032619755
id_209,24.23419879511286
id_210,40.20818450678517
id_211,78.29356676657193
id_212,18.139672894794003
id_213,213.9938336545252
id_214,32.98860883705902
id_215,89.41887174234965
id_216,101.11662723835984
id_217,75.72842778089111
id_218,37.22226115825811
id_219,28.049442446492826
id_220,24.798937721805476
id_221,65.84135212531271
id_222,14.582876534680182
id_223,28.768801821326285
id_224,37.835620458329636
id_225,9.72580352330464
id_226,10.061470148147787
id_227,87.10648730494394
id_228,19.76322079848548
id_229,9.703652781474748
id_230,30.7142903921181
id_231,9.266049814571826
id_232,15.45462887637008
id_233,10.69616328475994
id_234,14.840287581782187
id_235,17.516331637852755
id_236,11.917530166310272
id_237,11.976244636008774
id_238,17.597336043379226
id_239,20.9478466388772
